network,algorithm,budget,attack_type,attack_intensity,run_id,net_nodes,net_edges,net_density,net_is_connected,net_components,net_avg_degree,net_max_degree,net_min_degree,net_degree_variance,net_max_core,net_avg_core,net_core_diversity,net_avg_clustering,net_network_type,edges_added,followers_gained,reinforce_time,nodes_removed_orig,nodes_removed_reinf,orig_core_resilience,orig_core_damage,orig_largest_component_frac,orig_fragmentation,reinf_core_resilience,reinf_core_damage,reinf_largest_component_frac,reinf_fragmentation,core_improvement,resilience_improvement,efficiency,relative_improvement
random_100,MRKC,5,kcore,0.15,0,100,976,0.19717171717171716,True,1,19.52,30,9,16.736969696969698,13,12.92,4,0.20035981852020002,unknown,5,0,1.0769331455230713,15,15,0.7692307692307693,3,0.85,0,0.7692307692307693,3,0.85,0,0,0.0,0.0,0.0
random_100,MRKC,5,kcore,0.15,1,100,976,0.19717171717171716,True,1,19.52,30,9,16.736969696969698,13,12.92,4,0.20035981852020002,unknown,5,0,1.0769331455230713,15,15,0.7692307692307693,3,0.85,0,0.7692307692307693,3,0.85,0,0,0.0,0.0,0.0
random_100,MRKC,5,kcore,0.15,2,100,976,0.19717171717171716,True,1,19.52,30,9,16.736969696969698,13,12.92,4,0.20035981852020002,unknown,5,0,1.0769331455230713,15,15,0.7692307692307693,3,0.85,0,0.7692307692307693,3,0.85,0,0,0.0,0.0,0.0
random_100,MRKC,5,kcore,0.2,0,100,976,0.19717171717171716,True,1,19.52,30,9,16.736969696969698,13,12.92,4,0.20035981852020002,unknown,5,0,1.0769331455230713,20,20,0.7692307692307693,3,0.8,0,0.7692307692307693,3,0.8,0,0,0.0,0.0,0.0
random_100,MRKC,5,kcore,0.2,1,100,976,0.19717171717171716,True,1,19.52,30,9,16.736969696969698,13,12.92,4,0.20035981852020002,unknown,5,0,1.0769331455230713,20,20,0.7692307692307693,3,0.8,0,0.7692307692307693,3,0.8,0,0,0.0,0.0,0.0
random_100,MRKC,5,kcore,0.2,2,100,976,0.19717171717171716,True,1,19.52,30,9,16.736969696969698,13,12.92,4,0.20035981852020002,unknown,5,0,1.0769331455230713,20,20,0.7692307692307693,3,0.8,0,0.7692307692307693,3,0.8,0,0,0.0,0.0,0.0
random_100,MRKC,5,betweenness,0.05,0,100,976,0.19717171717171716,True,1,19.52,30,9,16.736969696969698,13,12.92,4,0.20035981852020002,unknown,5,0,1.0769331455230713,5,5,0.9230769230769231,1,0.95,0,0.9230769230769231,1,0.95,0,0,0.0,0.0,0.0
random_100,MRKC,5,betweenness,0.05,1,100,976,0.19717171717171716,True,1,19.52,30,9,16.736969696969698,13,12.92,4,0.20035981852020002,unknown,5,0,1.0769331455230713,5,5,0.9230769230769231,1,0.95,0,0.9230769230769231,1,0.95,0,0,0.0,0.0,0.0
random_100,MRKC,5,betweenness,0.05,2,100,976,0.19717171717171716,True,1,19.52,30,9,16.736969696969698,13,12.92,4,0.20035981852020002,unknown,5,0,1.0769331455230713,5,5,0.9230769230769231,1,0.95,0,0.9230769230769231,1,0.95,0,0,0.0,0.0,0.0
random_100,MRKC,5,betweenness,0.1,0,100,976,0.19717171717171716,True,1,19.52,30,9,16.736969696969698,13,12.92,4,0.20035981852020002,unknown,5,0,1.0769331455230713,10,10,0.8461538461538461,2,0.9,0,0.8461538461538461,2,0.9,0,0,0.0,0.0,0.0
random_100,MRKC,5,betweenness,0.1,1,100,976,0.19717171717171716,True,1,19.52,30,9,16.736969696969698,13,12.92,4,0.20035981852020002,unknown,5,0,1.0769331455230713,10,10,0.8461538461538461,2,0.9,0,0.8461538461538461,2,0.9,0,0,0.0,0.0,0.0
random_100,MRKC,5,betweenness,0.1,2,100,976,0.19717171717171716,True,1,19.52,30,9,16.736969696969698,13,12.92,4,0.20035981852020002,unknown,5,0,1.0769331455230713,10,10,0.8461538461538461,2,0.9,0,0.8461538461538461,2,0.9,0,0,0.0,0.0,0.0
random_100,MRKC,5,betweenness,0.15,0,100,976,0.19717171717171716,True,1,19.52,30,9,16.736969696969698,13,12.92,4,0.20035981852020002,unknown,5,0,1.0769331455230713,15,15,0.7692307692307693,3,0.85,0,0.7692307692307693,3,0.85,0,0,0.0,0.0,0.0
random_100,MRKC,5,betweenness,0.15,1,100,976,0.19717171717171716,True,1,19.52,30,9,16.736969696969698,13,12.92,4,0.20035981852020002,unknown,5,0,1.0769331455230713,15,15,0.7692307692307693,3,0.85,0,0.7692307692307693,3,0.85,0,0,0.0,0.0,0.0
random_100,MRKC,5,betweenness,0.15,2,100,976,0.19717171717171716,True,1,19.52,30,9,16.736969696969698,13,12.92,4,0.20035981852020002,unknown,5,0,1.0769331455230713,15,15,0.7692307692307693,3,0.85,0,0.7692307692307693,3,0.85,0,0,0.0,0.0,0.0
random_100,MRKC,5,betweenness,0.2,0,100,976,0.19717171717171716,True,1,19.52,30,9,16.736969696969698,13,12.92,4,0.20035981852020002,unknown,5,0,1.0769331455230713,20,20,0.6923076923076923,4,0.8,0,0.6923076923076923,4,0.8,0,0,0.0,0.0,0.0
random_100,MRKC,5,betweenness,0.2,1,100,976,0.19717171717171716,True,1,19.52,30,9,16.736969696969698,13,12.92,4,0.20035981852020002,unknown,5,0,1.0769331455230713,20,20,0.6923076923076923,4,0.8,0,0.6923076923076923,4,0.8,0,0,0.0,0.0,0.0
random_100,MRKC,5,betweenness,0.2,2,100,976,0.19717171717171716,True,1,19.52,30,9,16.736969696969698,13,12.92,4,0.20035981852020002,unknown,5,0,1.0769331455230713,20,20,0.6923076923076923,4,0.8,0,0.6923076923076923,4,0.8,0,0,0.0,0.0,0.0
random_100,MRKC,5,random,0.05,0,100,976,0.19717171717171716,True,1,19.52,30,9,16.736969696969698,13,12.92,4,0.20035981852020002,unknown,5,0,1.0769331455230713,5,5,1.0,0,0.95,0,1.0,0,0.95,0,0,0.0,0.0,0.0
random_100,MRKC,5,random,0.05,1,100,976,0.19717171717171716,True,1,19.52,30,9,16.736969696969698,13,12.92,4,0.20035981852020002,unknown,5,0,1.0769331455230713,5,5,1.0,0,0.95,0,1.0,0,0.95,0,0,0.0,0.0,0.0
random_100,MRKC,5,random,0.05,2,100,976,0.19717171717171716,True,1,19.52,30,9,16.736969696969698,13,12.92,4,0.20035981852020002,unknown,5,0,1.0769331455230713,5,5,1.0,0,0.95,0,1.0,0,0.95,0,0,0.0,0.0,0.0
random_100,MRKC,5,random,0.1,0,100,976,0.19717171717171716,True,1,19.52,30,9,16.736969696969698,13,12.92,4,0.20035981852020002,unknown,5,0,1.0769331455230713,10,10,0.9230769230769231,1,0.9,0,1.0,0,0.9,0,1,0.07692307692307687,0.2,0.08333333333333327
random_100,MRKC,5,random,0.1,1,100,976,0.19717171717171716,True,1,19.52,30,9,16.736969696969698,13,12.92,4,0.20035981852020002,unknown,5,0,1.0769331455230713,10,10,0.9230769230769231,1,0.9,0,1.0,0,0.9,0,1,0.07692307692307687,0.2,0.08333333333333327
random_100,MRKC,5,random,0.1,2,100,976,0.19717171717171716,True,1,19.52,30,9,16.736969696969698,13,12.92,4,0.20035981852020002,unknown,5,0,1.0769331455230713,10,10,0.9230769230769231,1,0.9,0,1.0,0,0.9,0,1,0.07692307692307687,0.2,0.08333333333333327
random_100,MRKC,5,random,0.15,0,100,976,0.19717171717171716,True,1,19.52,30,9,16.736969696969698,13,12.92,4,0.20035981852020002,unknown,5,0,1.0769331455230713,15,15,0.9230769230769231,1,0.85,0,0.9230769230769231,1,0.85,0,0,0.0,0.0,0.0
random_100,MRKC,5,random,0.15,1,100,976,0.19717171717171716,True,1,19.52,30,9,16.736969696969698,13,12.92,4,0.20035981852020002,unknown,5,0,1.0769331455230713,15,15,0.9230769230769231,1,0.85,0,0.9230769230769231,1,0.85,0,0,0.0,0.0,0.0
random_100,MRKC,5,random,0.15,2,100,976,0.19717171717171716,True,1,19.52,30,9,16.736969696969698,13,12.92,4,0.20035981852020002,unknown,5,0,1.0769331455230713,15,15,0.9230769230769231,1,0.85,0,0.9230769230769231,1,0.85,0,0,0.0,0.0,0.0
random_100,MRKC,5,random,0.2,0,100,976,0.19717171717171716,True,1,19.52,30,9,16.736969696969698,13,12.92,4,0.20035981852020002,unknown,5,0,1.0769331455230713,20,20,0.8461538461538461,2,0.8,0,0.9230769230769231,1,0.8,0,1,0.07692307692307698,0.2,0.09090909090909098
random_100,MRKC,5,random,0.2,1,100,976,0.19717171717171716,True,1,19.52,30,9,16.736969696969698,13,12.92,4,0.20035981852020002,unknown,5,0,1.0769331455230713,20,20,0.8461538461538461,2,0.8,0,0.9230769230769231,1,0.8,0,1,0.07692307692307698,0.2,0.09090909090909098
random_100,MRKC,5,random,0.2,2,100,976,0.19717171717171716,True,1,19.52,30,9,16.736969696969698,13,12.92,4,0.20035981852020002,unknown,5,0,1.0769331455230713,20,20,0.8461538461538461,2,0.8,0,0.9230769230769231,1,0.8,0,1,0.07692307692307698,0.2,0.09090909090909098
random_100,FastCM+,5,degree,0.05,0,100,976,0.19717171717171716,True,1,19.52,30,9,16.736969696969698,13,12.92,4,0.20035981852020002,unknown,3,96,0.004406929016113281,5,5,0.9230769230769231,1,0.95,0,0.8571428571428571,2,0.95,0,-1,-0.06593406593406603,-0.3333333333333333,-0.07142857142857154
random_100,FastCM+,5,degree,0.05,1,100,976,0.19717171717171716,True,1,19.52,30,9,16.736969696969698,13,12.92,4,0.20035981852020002,unknown,3,96,0.004406929016113281,5,5,0.9230769230769231,1,0.95,0,0.8571428571428571,2,0.95,0,-1,-0.06593406593406603,-0.3333333333333333,-0.07142857142857154
random_100,FastCM+,5,degree,0.05,2,100,976,0.19717171717171716,True,1,19.52,30,9,16.736969696969698,13,12.92,4,0.20035981852020002,unknown,3,96,0.004406929016113281,5,5,0.9230769230769231,1,0.95,0,0.8571428571428571,2,0.95,0,-1,-0.06593406593406603,-0.3333333333333333,-0.07142857142857154
random_100,FastCM+,5,degree,0.1,0,100,976,0.19717171717171716,True,1,19.52,30,9,16.736969696969698,13,12.92,4,0.20035981852020002,unknown,3,96,0.004406929016113281,10,10,0.8461538461538461,2,0.9,0,0.8571428571428571,2,0.9,0,0,0.01098901098901095,0.0,0.012987012987012941
random_100,FastCM+,5,degree,0.1,1,100,976,0.19717171717171716,True,1,19.52,30,9,16.736969696969698,13,12.92,4,0.20035981852020002,unknown,3,96,0.004406929016113281,10,10,0.8461538461538461,2,0.9,0,0.8571428571428571,2,0.9,0,0,0.01098901098901095,0.0,0.012987012987012941
random_100,FastCM+,5,degree,0.1,2,100,976,0.19717171717171716,True,1,19.52,30,9,16.736969696969698,13,12.92,4,0.20035981852020002,unknown,3,96,0.004406929016113281,10,10,0.8461538461538461,2,0.9,0,0.8571428571428571,2,0.9,0,0,0.01098901098901095,0.0,0.012987012987012941
random_100,FastCM+,5,degree,0.15,0,100,976,0.19717171717171716,True,1,19.52,30,9,16.736969696969698,13,12.92,4,0.20035981852020002,unknown,3,96,0.004406929016113281,15,15,0.7692307692307693,3,0.85,0,0.7142857142857143,4,0.85,0,-1,-0.05494505494505497,-0.3333333333333333,-0.07142857142857147
random_100,FastCM+,5,degree,0.15,1,100,976,0.19717171717171716,True,1,19.52,30,9,16.736969696969698,13,12.92,4,0.20035981852020002,unknown,3,96,0.004406929016113281,15,15,0.7692307692307693,3,0.85,0,0.7142857142857143,4,0.85,0,-1,-0.05494505494505497,-0.3333333333333333,-0.07142857142857147
random_100,FastCM+,5,degree,0.15,2,100,976,0.19717171717171716,True,1,19.52,30,9,16.736969696969698,13,12.92,4,0.20035981852020002,unknown,3,96,0.004406929016113281,15,15,0.7692307692307693,3,0.85,0,0.7142857142857143,4,0.85,0,-1,-0.05494505494505497,-0.3333333333333333,-0.07142857142857147
random_100,FastCM+,5,degree,0.2,0,100,976,0.19717171717171716,True,1,19.52,30,9,16.736969696969698,13,12.92,4,0.20035981852020002,unknown,3,96,0.004406929016113281,20,20,0.7692307692307693,3,0.8,0,0.7142857142857143,4,0.8,0,-1,-0.05494505494505497,-0.3333333333333333,-0.07142857142857147
random_100,FastCM+,5,degree,0.2,1,100,976,0.19717171717171716,True,1,19.52,30,9,16.736969696969698,13,12.92,4,0.20035981852020002,unknown,3,96,0.004406929016113281,20,20,0.7692307692307693,3,0.8,0,0.7142857142857143,4,0.8,0,-1,-0.05494505494505497,-0.3333333333333333,-0.07142857142857147
random_100,FastCM+,5,degree,0.2,2,100,976,0.19717171717171716,True,1,19.52,30,9,16.736969696969698,13,12.92,4,0.20035981852020002,unknown,3,96,0.004406929016113281,20,20,0.7692307692307693,3,0.8,0,0.7142857142857143,4,0.8,0,-1,-0.05494505494505497,-0.3333333333333333,-0.07142857142857147
random_100,FastCM+,5,kcore,0.05,0,100,976,0.19717171717171716,True,1,19.52,30,9,16.736969696969698,13,12.92,4,0.20035981852020002,unknown,3,96,0.004406929016113281,5,5,0.9230769230769231,1,0.95,0,0.8571428571428571,2,0.95,0,-1,-0.06593406593406603,-0.3333333333333333,-0.07142857142857154
random_100,FastCM+,5,kcore,0.05,1,100,976,0.19717171717171716,True,1,19.52,30,9,16.736969696969698,13,12.92,4,0.20035981852020002,unknown,3,96,0.004406929016113281,5,5,0.9230769230769231,1,0.95,0,0.8571428571428571,2,0.95,0,-1,-0.06593406593406603,-0.3333333333333333,-0.07142857142857154
random_100,FastCM+,5,kcore,0.05,2,100,976,0.19717171717171716,True,1,19.52,30,9,16.736969696969698,13,12.92,4,0.20035981852020002,unknown,3,96,0.004406929016113281,5,5,0.9230769230769231,1,0.95,0,0.8571428571428571,2,0.95,0,-1,-0.06593406593406603,-0.3333333333333333,-0.07142857142857154
random_100,FastCM+,5,kcore,0.1,0,100,976,0.19717171717171716,True,1,19.52,30,9,16.736969696969698,13,12.92,4,0.20035981852020002,unknown,3,96,0.004406929016113281,10,10,0.8461538461538461,2,0.9,0,0.8571428571428571,2,0.9,0,0,0.01098901098901095,0.0,0.012987012987012941
random_100,FastCM+,5,kcore,0.1,1,100,976,0.19717171717171716,True,1,19.52,30,9,16.736969696969698,13,12.92,4,0.20035981852020002,unknown,3,96,0.004406929016113281,10,10,0.8461538461538461,2,0.9,0,0.8571428571428571,2,0.9,0,0,0.01098901098901095,0.0,0.012987012987012941
random_100,FastCM+,5,kcore,0.1,2,100,976,0.19717171717171716,True,1,19.52,30,9,16.736969696969698,13,12.92,4,0.20035981852020002,unknown,3,96,0.004406929016113281,10,10,0.8461538461538461,2,0.9,0,0.8571428571428571,2,0.9,0,0,0.01098901098901095,0.0,0.012987012987012941
random_100,FastCM+,5,kcore,0.15,0,100,976,0.19717171717171716,True,1,19.52,30,9,16.736969696969698,13,12.92,4,0.20035981852020002,unknown,3,96,0.004406929016113281,15,15,0.7692307692307693,3,0.85,0,0.7142857142857143,4,0.85,0,-1,-0.05494505494505497,-0.3333333333333333,-0.07142857142857147
random_100,FastCM+,5,kcore,0.15,1,100,976,0.19717171717171716,True,1,19.52,30,9,16.736969696969698,13,12.92,4,0.20035981852020002,unknown,3,96,0.004406929016113281,15,15,0.7692307692307693,3,0.85,0,0.7142857142857143,4,0.85,0,-1,-0.05494505494505497,-0.3333333333333333,-0.07142857142857147
random_100,FastCM+,5,kcore,0.15,2,100,976,0.19717171717171716,True,1,19.52,30,9,16.736969696969698,13,12.92,4,0.20035981852020002,unknown,3,96,0.004406929016113281,15,15,0.7692307692307693,3,0.85,0,0.7142857142857143,4,0.85,0,-1,-0.05494505494505497,-0.3333333333333333,-0.07142857142857147
random_100,FastCM+,5,kcore,0.2,0,100,976,0.19717171717171716,True,1,19.52,30,9,16.736969696969698,13,12.92,4,0.20035981852020002,unknown,3,96,0.004406929016113281,20,20,0.7692307692307693,3,0.8,0,0.7142857142857143,4,0.8,0,-1,-0.05494505494505497,-0.3333333333333333,-0.07142857142857147
random_100,FastCM+,5,kcore,0.2,1,100,976,0.19717171717171716,True,1,19.52,30,9,16.736969696969698,13,12.92,4,0.20035981852020002,unknown,3,96,0.004406929016113281,20,20,0.7692307692307693,3,0.8,0,0.7142857142857143,4,0.8,0,-1,-0.05494505494505497,-0.3333333333333333,-0.07142857142857147
random_100,FastCM+,5,kcore,0.2,2,100,976,0.19717171717171716,True,1,19.52,30,9,16.736969696969698,13,12.92,4,0.20035981852020002,unknown,3,96,0.004406929016113281,20,20,0.7692307692307693,3,0.8,0,0.7142857142857143,4,0.8,0,-1,-0.05494505494505497,-0.3333333333333333,-0.07142857142857147
random_100,FastCM+,5,betweenness,0.05,0,100,976,0.19717171717171716,True,1,19.52,30,9,16.736969696969698,13,12.92,4,0.20035981852020002,unknown,3,96,0.004406929016113281,5,5,0.9230769230769231,1,0.95,0,0.8571428571428571,2,0.95,0,-1,-0.06593406593406603,-0.3333333333333333,-0.07142857142857154
random_100,FastCM+,5,betweenness,0.05,1,100,976,0.19717171717171716,True,1,19.52,30,9,16.736969696969698,13,12.92,4,0.20035981852020002,unknown,3,96,0.004406929016113281,5,5,0.9230769230769231,1,0.95,0,0.8571428571428571,2,0.95,0,-1,-0.06593406593406603,-0.3333333333333333,-0.07142857142857154
random_100,FastCM+,5,betweenness,0.05,2,100,976,0.19717171717171716,True,1,19.52,30,9,16.736969696969698,13,12.92,4,0.20035981852020002,unknown,3,96,0.004406929016113281,5,5,0.9230769230769231,1,0.95,0,0.8571428571428571,2,0.95,0,-1,-0.06593406593406603,-0.3333333333333333,-0.07142857142857154
random_100,FastCM+,5,betweenness,0.1,0,100,976,0.19717171717171716,True,1,19.52,30,9,16.736969696969698,13,12.92,4,0.20035981852020002,unknown,3,96,0.004406929016113281,10,10,0.8461538461538461,2,0.9,0,0.7857142857142857,3,0.9,0,-1,-0.06043956043956045,-0.3333333333333333,-0.07142857142857144
random_100,FastCM+,5,betweenness,0.1,1,100,976,0.19717171717171716,True,1,19.52,30,9,16.736969696969698,13,12.92,4,0.20035981852020002,unknown,3,96,0.004406929016113281,10,10,0.8461538461538461,2,0.9,0,0.7857142857142857,3,0.9,0,-1,-0.06043956043956045,-0.3333333333333333,-0.07142857142857144
random_100,FastCM+,5,betweenness,0.1,2,100,976,0.19717171717171716,True,1,19.52,30,9,16.736969696969698,13,12.92,4,0.20035981852020002,unknown,3,96,0.004406929016113281,10,10,0.8461538461538461,2,0.9,0,0.7857142857142857,3,0.9,0,-1,-0.06043956043956045,-0.3333333333333333,-0.07142857142857144
random_100,FastCM+,5,betweenness,0.15,0,100,976,0.19717171717171716,True,1,19.52,30,9,16.736969696969698,13,12.92,4,0.20035981852020002,unknown,3,96,0.004406929016113281,15,15,0.7692307692307693,3,0.85,0,0.7142857142857143,4,0.85,0,-1,-0.05494505494505497,-0.3333333333333333,-0.07142857142857147
random_100,FastCM+,5,betweenness,0.15,1,100,976,0.19717171717171716,True,1,19.52,30,9,16.736969696969698,13,12.92,4,0.20035981852020002,unknown,3,96,0.004406929016113281,15,15,0.7692307692307693,3,0.85,0,0.7142857142857143,4,0.85,0,-1,-0.05494505494505497,-0.3333333333333333,-0.07142857142857147
random_100,FastCM+,5,betweenness,0.15,2,100,976,0.19717171717171716,True,1,19.52,30,9,16.736969696969698,13,12.92,4,0.20035981852020002,unknown,3,96,0.004406929016113281,15,15,0.7692307692307693,3,0.85,0,0.7142857142857143,4,0.85,0,-1,-0.05494505494505497,-0.3333333333333333,-0.07142857142857147
random_100,FastCM+,5,betweenness,0.2,0,100,976,0.19717171717171716,True,1,19.52,30,9,16.736969696969698,13,12.92,4,0.20035981852020002,unknown,3,96,0.004406929016113281,20,20,0.6923076923076923,4,0.8,0,0.6428571428571429,5,0.8,0,-1,-0.049450549450549386,-0.3333333333333333,-0.07142857142857134
random_100,FastCM+,5,betweenness,0.2,1,100,976,0.19717171717171716,True,1,19.52,30,9,16.736969696969698,13,12.92,4,0.20035981852020002,unknown,3,96,0.004406929016113281,20,20,0.6923076923076923,4,0.8,0,0.6428571428571429,5,0.8,0,-1,-0.049450549450549386,-0.3333333333333333,-0.07142857142857134
random_100,FastCM+,5,betweenness,0.2,2,100,976,0.19717171717171716,True,1,19.52,30,9,16.736969696969698,13,12.92,4,0.20035981852020002,unknown,3,96,0.004406929016113281,20,20,0.6923076923076923,4,0.8,0,0.6428571428571429,5,0.8,0,-1,-0.049450549450549386,-0.3333333333333333,-0.07142857142857134
random_100,FastCM+,5,random,0.05,0,100,976,0.19717171717171716,True,1,19.52,30,9,16.736969696969698,13,12.92,4,0.20035981852020002,unknown,3,96,0.004406929016113281,5,5,1.0,0,0.95,0,0.9285714285714286,1,0.95,0,-1,-0.0714285714285714,-0.3333333333333333,-0.0714285714285714
random_100,FastCM+,5,random,0.05,1,100,976,0.19717171717171716,True,1,19.52,30,9,16.736969696969698,13,12.92,4,0.20035981852020002,unknown,3,96,0.004406929016113281,5,5,1.0,0,0.95,0,0.9285714285714286,1,0.95,0,-1,-0.0714285714285714,-0.3333333333333333,-0.0714285714285714
random_100,FastCM+,5,random,0.05,2,100,976,0.19717171717171716,True,1,19.52,30,9,16.736969696969698,13,12.92,4,0.20035981852020002,unknown,3,96,0.004406929016113281,5,5,1.0,0,0.95,0,0.9285714285714286,1,0.95,0,-1,-0.0714285714285714,-0.3333333333333333,-0.0714285714285714
random_100,FastCM+,5,random,0.1,0,100,976,0.19717171717171716,True,1,19.52,30,9,16.736969696969698,13,12.92,4,0.20035981852020002,unknown,3,96,0.004406929016113281,10,10,0.9230769230769231,1,0.9,0,0.8571428571428571,2,0.9,0,-1,-0.06593406593406603,-0.3333333333333333,-0.07142857142857154
random_100,FastCM+,5,random,0.1,1,100,976,0.19717171717171716,True,1,19.52,30,9,16.736969696969698,13,12.92,4,0.20035981852020002,unknown,3,96,0.004406929016113281,10,10,0.9230769230769231,1,0.9,0,0.8571428571428571,2,0.9,0,-1,-0.06593406593406603,-0.3333333333333333,-0.07142857142857154
random_100,FastCM+,5,random,0.1,2,100,976,0.19717171717171716,True,1,19.52,30,9,16.736969696969698,13,12.92,4,0.20035981852020002,unknown,3,96,0.004406929016113281,10,10,0.9230769230769231,1,0.9,0,0.8571428571428571,2,0.9,0,-1,-0.06593406593406603,-0.3333333333333333,-0.07142857142857154
