network,algorithm,budget,attack_type,attack_intensity,run_id,net_nodes,net_edges,net_density,net_max_core,net_clustering,edges_added,followers_gained,nodes_removed_orig,nodes_removed_reinf,orig_core_resilience,orig_core_damage,reinf_core_resilience,reinf_core_damage,core_improvement,resilience_improvement,efficiency
les_miserables,MRKC,20,betweenness,0.15,0,77,254,0.08680792891319207,9,0.5731367499320135,20,0,11,11,0.6666666666666666,3,0.8888888888888888,1,2,0.2222222222222222,0.1
les_miserables,MRKC,20,betweenness,0.15,1,77,254,0.08680792891319207,9,0.5731367499320135,20,0,11,11,0.6666666666666666,3,0.8888888888888888,1,2,0.2222222222222222,0.1
les_miserables,MRKC,20,betweenness,0.15,2,77,254,0.08680792891319207,9,0.5731367499320135,20,0,11,11,0.6666666666666666,3,0.8888888888888888,1,2,0.2222222222222222,0.1
les_miserables,MRKC,20,betweenness,0.2,0,77,254,0.08680792891319207,9,0.5731367499320135,20,0,15,15,0.6666666666666666,3,0.8888888888888888,1,2,0.2222222222222222,0.1
les_miserables,MRKC,20,betweenness,0.2,1,77,254,0.08680792891319207,9,0.5731367499320135,20,0,15,15,0.6666666666666666,3,0.8888888888888888,1,2,0.2222222222222222,0.1
les_miserables,MRKC,20,betweenness,0.2,2,77,254,0.08680792891319207,9,0.5731367499320135,20,0,15,15,0.6666666666666666,3,0.8888888888888888,1,2,0.2222222222222222,0.1
les_miserables,MRKC,20,random,0.05,0,77,254,0.08680792891319207,9,0.5731367499320135,20,0,3,3,1.0,0,1.0,0,0,0.0,0.0
les_miserables,MRKC,20,random,0.05,1,77,254,0.08680792891319207,9,0.5731367499320135,20,0,3,3,1.0,0,1.0,0,0,0.0,0.0
les_miserables,MRKC,20,random,0.05,2,77,254,0.08680792891319207,9,0.5731367499320135,20,0,3,3,1.0,0,1.0,0,0,0.0,0.0
les_miserables,MRKC,20,random,0.1,0,77,254,0.08680792891319207,9,0.5731367499320135,20,0,7,7,1.0,0,1.0,0,0,0.0,0.0
les_miserables,MRKC,20,random,0.1,1,77,254,0.08680792891319207,9,0.5731367499320135,20,0,7,7,1.0,0,1.0,0,0,0.0,0.0
les_miserables,MRKC,20,random,0.1,2,77,254,0.08680792891319207,9,0.5731367499320135,20,0,7,7,1.0,0,1.0,0,0,0.0,0.0
les_miserables,MRKC,20,random,0.15,0,77,254,0.08680792891319207,9,0.5731367499320135,20,0,11,11,1.0,0,1.0,0,0,0.0,0.0
les_miserables,MRKC,20,random,0.15,1,77,254,0.08680792891319207,9,0.5731367499320135,20,0,11,11,1.0,0,1.0,0,0,0.0,0.0
les_miserables,MRKC,20,random,0.15,2,77,254,0.08680792891319207,9,0.5731367499320135,20,0,11,11,1.0,0,1.0,0,0,0.0,0.0
les_miserables,MRKC,20,random,0.2,0,77,254,0.08680792891319207,9,0.5731367499320135,20,0,15,15,1.0,0,1.0,0,0,0.0,0.0
les_miserables,MRKC,20,random,0.2,1,77,254,0.08680792891319207,9,0.5731367499320135,20,0,15,15,1.0,0,1.0,0,0,0.0,0.0
les_miserables,MRKC,20,random,0.2,2,77,254,0.08680792891319207,9,0.5731367499320135,20,0,15,15,1.0,0,1.0,0,0,0.0,0.0
les_miserables,FastCM+,20,degree,0.05,0,77,254,0.08680792891319207,9,0.5731367499320135,2,12,3,3,0.8888888888888888,1,0.8,2,-1,-0.0888888888888888,-0.5
les_miserables,FastCM+,20,degree,0.05,1,77,254,0.08680792891319207,9,0.5731367499320135,2,12,3,3,0.8888888888888888,1,0.8,2,-1,-0.0888888888888888,-0.5
les_miserables,FastCM+,20,degree,0.05,2,77,254,0.08680792891319207,9,0.5731367499320135,2,12,3,3,0.8888888888888888,1,0.8,2,-1,-0.0888888888888888,-0.5
les_miserables,FastCM+,20,degree,0.1,0,77,254,0.08680792891319207,9,0.5731367499320135,2,12,7,7,0.7777777777777778,2,0.7,3,-1,-0.07777777777777783,-0.5
les_miserables,FastCM+,20,degree,0.1,1,77,254,0.08680792891319207,9,0.5731367499320135,2,12,7,7,0.7777777777777778,2,0.7,3,-1,-0.07777777777777783,-0.5
les_miserables,FastCM+,20,degree,0.1,2,77,254,0.08680792891319207,9,0.5731367499320135,2,12,7,7,0.7777777777777778,2,0.7,3,-1,-0.07777777777777783,-0.5
les_miserables,FastCM+,20,degree,0.15,0,77,254,0.08680792891319207,9,0.5731367499320135,2,12,11,11,0.6666666666666666,3,0.6,4,-1,-0.06666666666666665,-0.5
les_miserables,FastCM+,20,degree,0.15,1,77,254,0.08680792891319207,9,0.5731367499320135,2,12,11,11,0.6666666666666666,3,0.6,4,-1,-0.06666666666666665,-0.5
les_miserables,FastCM+,20,degree,0.15,2,77,254,0.08680792891319207,9,0.5731367499320135,2,12,11,11,0.6666666666666666,3,0.6,4,-1,-0.06666666666666665,-0.5
les_miserables,FastCM+,20,degree,0.2,0,77,254,0.08680792891319207,9,0.5731367499320135,2,12,15,15,0.6666666666666666,3,0.6,4,-1,-0.06666666666666665,-0.5
les_miserables,FastCM+,20,degree,0.2,1,77,254,0.08680792891319207,9,0.5731367499320135,2,12,15,15,0.6666666666666666,3,0.6,4,-1,-0.06666666666666665,-0.5
les_miserables,FastCM+,20,degree,0.2,2,77,254,0.08680792891319207,9,0.5731367499320135,2,12,15,15,0.6666666666666666,3,0.6,4,-1,-0.06666666666666665,-0.5
les_miserables,FastCM+,20,kcore,0.05,0,77,254,0.08680792891319207,9,0.5731367499320135,2,12,3,3,0.7777777777777778,2,0.7,3,-1,-0.07777777777777783,-0.5
les_miserables,FastCM+,20,kcore,0.05,1,77,254,0.08680792891319207,9,0.5731367499320135,2,12,3,3,0.7777777777777778,2,0.7,3,-1,-0.07777777777777783,-0.5
les_miserables,FastCM+,20,kcore,0.05,2,77,254,0.08680792891319207,9,0.5731367499320135,2,12,3,3,0.7777777777777778,2,0.7,3,-1,-0.07777777777777783,-0.5
les_miserables,FastCM+,20,kcore,0.1,0,77,254,0.08680792891319207,9,0.5731367499320135,2,12,7,7,0.7777777777777778,2,0.7,3,-1,-0.07777777777777783,-0.5
les_miserables,FastCM+,20,kcore,0.1,1,77,254,0.08680792891319207,9,0.5731367499320135,2,12,7,7,0.7777777777777778,2,0.7,3,-1,-0.07777777777777783,-0.5
les_miserables,FastCM+,20,kcore,0.1,2,77,254,0.08680792891319207,9,0.5731367499320135,2,12,7,7,0.7777777777777778,2,0.7,3,-1,-0.07777777777777783,-0.5
les_miserables,FastCM+,20,kcore,0.15,0,77,254,0.08680792891319207,9,0.5731367499320135,2,12,11,11,0.7777777777777778,2,0.7,3,-1,-0.07777777777777783,-0.5
les_miserables,FastCM+,20,kcore,0.15,1,77,254,0.08680792891319207,9,0.5731367499320135,2,12,11,11,0.7777777777777778,2,0.7,3,-1,-0.07777777777777783,-0.5
les_miserables,FastCM+,20,kcore,0.15,2,77,254,0.08680792891319207,9,0.5731367499320135,2,12,11,11,0.7777777777777778,2,0.7,3,-1,-0.07777777777777783,-0.5
les_miserables,FastCM+,20,kcore,0.2,0,77,254,0.08680792891319207,9,0.5731367499320135,2,12,15,15,0.7777777777777778,2,0.7,3,-1,-0.07777777777777783,-0.5
les_miserables,FastCM+,20,kcore,0.2,1,77,254,0.08680792891319207,9,0.5731367499320135,2,12,15,15,0.7777777777777778,2,0.7,3,-1,-0.07777777777777783,-0.5
les_miserables,FastCM+,20,kcore,0.2,2,77,254,0.08680792891319207,9,0.5731367499320135,2,12,15,15,0.7777777777777778,2,0.7,3,-1,-0.07777777777777783,-0.5
les_miserables,FastCM+,20,betweenness,0.05,0,77,254,0.08680792891319207,9,0.5731367499320135,2,12,3,3,0.8888888888888888,1,0.9,1,0,0.011111111111111183,0.0
les_miserables,FastCM+,20,betweenness,0.05,1,77,254,0.08680792891319207,9,0.5731367499320135,2,12,3,3,0.8888888888888888,1,0.9,1,0,0.011111111111111183,0.0
les_miserables,FastCM+,20,betweenness,0.05,2,77,254,0.08680792891319207,9,0.5731367499320135,2,12,3,3,0.8888888888888888,1,0.9,1,0,0.011111111111111183,0.0
les_miserables,FastCM+,20,betweenness,0.1,0,77,254,0.08680792891319207,9,0.5731367499320135,2,12,7,7,0.8888888888888888,1,0.8,2,-1,-0.0888888888888888,-0.5
les_miserables,FastCM+,20,betweenness,0.1,1,77,254,0.08680792891319207,9,0.5731367499320135,2,12,7,7,0.8888888888888888,1,0.8,2,-1,-0.0888888888888888,-0.5
les_miserables,FastCM+,20,betweenness,0.1,2,77,254,0.08680792891319207,9,0.5731367499320135,2,12,7,7,0.8888888888888888,1,0.8,2,-1,-0.0888888888888888,-0.5
les_miserables,FastCM+,20,betweenness,0.15,0,77,254,0.08680792891319207,9,0.5731367499320135,2,12,11,11,0.6666666666666666,3,0.7,3,0,0.033333333333333326,0.0
les_miserables,FastCM+,20,betweenness,0.15,1,77,254,0.08680792891319207,9,0.5731367499320135,2,12,11,11,0.6666666666666666,3,0.7,3,0,0.033333333333333326,0.0
les_miserables,FastCM+,20,betweenness,0.15,2,77,254,0.08680792891319207,9,0.5731367499320135,2,12,11,11,0.6666666666666666,3,0.7,3,0,0.033333333333333326,0.0
les_miserables,FastCM+,20,betweenness,0.2,0,77,254,0.08680792891319207,9,0.5731367499320135,2,12,15,15,0.6666666666666666,3,0.6,4,-1,-0.06666666666666665,-0.5
les_miserables,FastCM+,20,betweenness,0.2,1,77,254,0.08680792891319207,9,0.5731367499320135,2,12,15,15,0.6666666666666666,3,0.6,4,-1,-0.06666666666666665,-0.5
les_miserables,FastCM+,20,betweenness,0.2,2,77,254,0.08680792891319207,9,0.5731367499320135,2,12,15,15,0.6666666666666666,3,0.6,4,-1,-0.06666666666666665,-0.5
les_miserables,FastCM+,20,random,0.05,0,77,254,0.08680792891319207,9,0.5731367499320135,2,12,3,3,1.0,0,1.0,0,0,0.0,0.0
les_miserables,FastCM+,20,random,0.05,1,77,254,0.08680792891319207,9,0.5731367499320135,2,12,3,3,1.0,0,1.0,0,0,0.0,0.0
les_miserables,FastCM+,20,random,0.05,2,77,254,0.08680792891319207,9,0.5731367499320135,2,12,3,3,1.0,0,1.0,0,0,0.0,0.0
les_miserables,FastCM+,20,random,0.1,0,77,254,0.08680792891319207,9,0.5731367499320135,2,12,7,7,1.0,0,1.0,0,0,0.0,0.0
les_miserables,FastCM+,20,random,0.1,1,77,254,0.08680792891319207,9,0.5731367499320135,2,12,7,7,1.0,0,1.0,0,0,0.0,0.0
les_miserables,FastCM+,20,random,0.1,2,77,254,0.08680792891319207,9,0.5731367499320135,2,12,7,7,1.0,0,1.0,0,0,0.0,0.0
les_miserables,FastCM+,20,random,0.15,0,77,254,0.08680792891319207,9,0.5731367499320135,2,12,11,11,1.0,0,1.0,0,0,0.0,0.0
les_miserables,FastCM+,20,random,0.15,1,77,254,0.08680792891319207,9,0.5731367499320135,2,12,11,11,1.0,0,1.0,0,0,0.0,0.0
les_miserables,FastCM+,20,random,0.15,2,77,254,0.08680792891319207,9,0.5731367499320135,2,12,11,11,1.0,0,1.0,0,0,0.0,0.0
les_miserables,FastCM+,20,random,0.2,0,77,254,0.08680792891319207,9,0.5731367499320135,2,12,15,15,1.0,0,1.0,0,0,0.0,0.0
les_miserables,FastCM+,20,random,0.2,1,77,254,0.08680792891319207,9,0.5731367499320135,2,12,15,15,1.0,0,1.0,0,0,0.0,0.0
les_miserables,FastCM+,20,random,0.2,2,77,254,0.08680792891319207,9,0.5731367499320135,2,12,15,15,1.0,0,1.0,0,0,0.0,0.0
les_miserables,MRKC,30,degree,0.05,0,77,254,0.08680792891319207,9,0.5731367499320135,30,0,3,3,0.8888888888888888,1,0.8888888888888888,1,0,0.0,0.0
les_miserables,MRKC,30,degree,0.05,1,77,254,0.08680792891319207,9,0.5731367499320135,30,0,3,3,0.8888888888888888,1,0.8888888888888888,1,0,0.0,0.0
les_miserables,MRKC,30,degree,0.05,2,77,254,0.08680792891319207,9,0.5731367499320135,30,0,3,3,0.8888888888888888,1,0.8888888888888888,1,0,0.0,0.0
les_miserables,MRKC,30,degree,0.1,0,77,254,0.08680792891319207,9,0.5731367499320135,30,0,7,7,0.7777777777777778,2,0.8888888888888888,1,1,0.11111111111111105,0.03333333333333333
les_miserables,MRKC,30,degree,0.1,1,77,254,0.08680792891319207,9,0.5731367499320135,30,0,7,7,0.7777777777777778,2,0.8888888888888888,1,1,0.11111111111111105,0.03333333333333333
les_miserables,MRKC,30,degree,0.1,2,77,254,0.08680792891319207,9,0.5731367499320135,30,0,7,7,0.7777777777777778,2,0.8888888888888888,1,1,0.11111111111111105,0.03333333333333333
les_miserables,MRKC,30,degree,0.15,0,77,254,0.08680792891319207,9,0.5731367499320135,30,0,11,11,0.6666666666666666,3,0.7777777777777778,2,1,0.11111111111111116,0.03333333333333333
les_miserables,MRKC,30,degree,0.15,1,77,254,0.08680792891319207,9,0.5731367499320135,30,0,11,11,0.6666666666666666,3,0.7777777777777778,2,1,0.11111111111111116,0.03333333333333333
les_miserables,MRKC,30,degree,0.15,2,77,254,0.08680792891319207,9,0.5731367499320135,30,0,11,11,0.6666666666666666,3,0.7777777777777778,2,1,0.11111111111111116,0.03333333333333333
les_miserables,MRKC,30,degree,0.2,0,77,254,0.08680792891319207,9,0.5731367499320135,30,0,15,15,0.6666666666666666,3,0.6666666666666666,3,0,0.0,0.0
les_miserables,MRKC,30,degree,0.2,1,77,254,0.08680792891319207,9,0.5731367499320135,30,0,15,15,0.6666666666666666,3,0.6666666666666666,3,0,0.0,0.0
les_miserables,MRKC,30,degree,0.2,2,77,254,0.08680792891319207,9,0.5731367499320135,30,0,15,15,0.6666666666666666,3,0.6666666666666666,3,0,0.0,0.0
les_miserables,MRKC,30,kcore,0.05,0,77,254,0.08680792891319207,9,0.5731367499320135,30,0,3,3,0.7777777777777778,2,0.7777777777777778,2,0,0.0,0.0
les_miserables,MRKC,30,kcore,0.05,1,77,254,0.08680792891319207,9,0.5731367499320135,30,0,3,3,0.7777777777777778,2,0.7777777777777778,2,0,0.0,0.0
les_miserables,MRKC,30,kcore,0.05,2,77,254,0.08680792891319207,9,0.5731367499320135,30,0,3,3,0.7777777777777778,2,0.7777777777777778,2,0,0.0,0.0
les_miserables,MRKC,30,kcore,0.1,0,77,254,0.08680792891319207,9,0.5731367499320135,30,0,7,7,0.7777777777777778,2,0.7777777777777778,2,0,0.0,0.0
les_miserables,MRKC,30,kcore,0.1,1,77,254,0.08680792891319207,9,0.5731367499320135,30,0,7,7,0.7777777777777778,2,0.7777777777777778,2,0,0.0,0.0
les_miserables,MRKC,30,kcore,0.1,2,77,254,0.08680792891319207,9,0.5731367499320135,30,0,7,7,0.7777777777777778,2,0.7777777777777778,2,0,0.0,0.0
les_miserables,MRKC,30,kcore,0.15,0,77,254,0.08680792891319207,9,0.5731367499320135,30,0,11,11,0.7777777777777778,2,0.7777777777777778,2,0,0.0,0.0
les_miserables,MRKC,30,kcore,0.15,1,77,254,0.08680792891319207,9,0.5731367499320135,30,0,11,11,0.7777777777777778,2,0.7777777777777778,2,0,0.0,0.0
les_miserables,MRKC,30,kcore,0.15,2,77,254,0.08680792891319207,9,0.5731367499320135,30,0,11,11,0.7777777777777778,2,0.7777777777777778,2,0,0.0,0.0
les_miserables,MRKC,30,kcore,0.2,0,77,254,0.08680792891319207,9,0.5731367499320135,30,0,15,15,0.7777777777777778,2,0.7777777777777778,2,0,0.0,0.0
les_miserables,MRKC,30,kcore,0.2,1,77,254,0.08680792891319207,9,0.5731367499320135,30,0,15,15,0.7777777777777778,2,0.7777777777777778,2,0,0.0,0.0
les_miserables,MRKC,30,kcore,0.2,2,77,254,0.08680792891319207,9,0.5731367499320135,30,0,15,15,0.7777777777777778,2,0.7777777777777778,2,0,0.0,0.0
les_miserables,MRKC,30,betweenness,0.05,0,77,254,0.08680792891319207,9,0.5731367499320135,30,0,3,3,0.8888888888888888,1,0.8888888888888888,1,0,0.0,0.0
les_miserables,MRKC,30,betweenness,0.05,1,77,254,0.08680792891319207,9,0.5731367499320135,30,0,3,3,0.8888888888888888,1,0.8888888888888888,1,0,0.0,0.0
les_miserables,MRKC,30,betweenness,0.05,2,77,254,0.08680792891319207,9,0.5731367499320135,30,0,3,3,0.8888888888888888,1,0.8888888888888888,1,0,0.0,0.0
les_miserables,MRKC,30,betweenness,0.1,0,77,254,0.08680792891319207,9,0.5731367499320135,30,0,7,7,0.8888888888888888,1,0.8888888888888888,1,0,0.0,0.0
les_miserables,MRKC,30,betweenness,0.1,1,77,254,0.08680792891319207,9,0.5731367499320135,30,0,7,7,0.8888888888888888,1,0.8888888888888888,1,0,0.0,0.0
les_miserables,MRKC,30,betweenness,0.1,2,77,254,0.08680792891319207,9,0.5731367499320135,30,0,7,7,0.8888888888888888,1,0.8888888888888888,1,0,0.0,0.0
les_miserables,MRKC,30,betweenness,0.15,0,77,254,0.08680792891319207,9,0.5731367499320135,30,0,11,11,0.6666666666666666,3,0.8888888888888888,1,2,0.2222222222222222,0.06666666666666667
les_miserables,MRKC,30,betweenness,0.15,1,77,254,0.08680792891319207,9,0.5731367499320135,30,0,11,11,0.6666666666666666,3,0.8888888888888888,1,2,0.2222222222222222,0.06666666666666667
les_miserables,MRKC,30,betweenness,0.15,2,77,254,0.08680792891319207,9,0.5731367499320135,30,0,11,11,0.6666666666666666,3,0.8888888888888888,1,2,0.2222222222222222,0.06666666666666667
les_miserables,MRKC,30,betweenness,0.2,0,77,254,0.08680792891319207,9,0.5731367499320135,30,0,15,15,0.6666666666666666,3,0.8888888888888888,1,2,0.2222222222222222,0.06666666666666667
les_miserables,MRKC,30,betweenness,0.2,1,77,254,0.08680792891319207,9,0.5731367499320135,30,0,15,15,0.6666666666666666,3,0.8888888888888888,1,2,0.2222222222222222,0.06666666666666667
les_miserables,MRKC,30,betweenness,0.2,2,77,254,0.08680792891319207,9,0.5731367499320135,30,0,15,15,0.6666666666666666,3,0.8888888888888888,1,2,0.2222222222222222,0.06666666666666667
les_miserables,MRKC,30,random,0.05,0,77,254,0.08680792891319207,9,0.5731367499320135,30,0,3,3,1.0,0,1.0,0,0,0.0,0.0
les_miserables,MRKC,30,random,0.05,1,77,254,0.08680792891319207,9,0.5731367499320135,30,0,3,3,1.0,0,1.0,0,0,0.0,0.0
les_miserables,MRKC,30,random,0.05,2,77,254,0.08680792891319207,9,0.5731367499320135,30,0,3,3,1.0,0,1.0,0,0,0.0,0.0
les_miserables,MRKC,30,random,0.1,0,77,254,0.08680792891319207,9,0.5731367499320135,30,0,7,7,1.0,0,1.0,0,0,0.0,0.0
les_miserables,MRKC,30,random,0.1,1,77,254,0.08680792891319207,9,0.5731367499320135,30,0,7,7,1.0,0,1.0,0,0,0.0,0.0
les_miserables,MRKC,30,random,0.1,2,77,254,0.08680792891319207,9,0.5731367499320135,30,0,7,7,1.0,0,1.0,0,0,0.0,0.0
les_miserables,MRKC,30,random,0.15,0,77,254,0.08680792891319207,9,0.5731367499320135,30,0,11,11,1.0,0,1.0,0,0,0.0,0.0
les_miserables,MRKC,30,random,0.15,1,77,254,0.08680792891319207,9,0.5731367499320135,30,0,11,11,1.0,0,1.0,0,0,0.0,0.0
les_miserables,MRKC,30,random,0.15,2,77,254,0.08680792891319207,9,0.5731367499320135,30,0,11,11,1.0,0,1.0,0,0,0.0,0.0
les_miserables,MRKC,30,random,0.2,0,77,254,0.08680792891319207,9,0.5731367499320135,30,0,15,15,1.0,0,1.0,0,0,0.0,0.0
les_miserables,MRKC,30,random,0.2,1,77,254,0.08680792891319207,9,0.5731367499320135,30,0,15,15,1.0,0,1.0,0,0,0.0,0.0
les_miserables,MRKC,30,random,0.2,2,77,254,0.08680792891319207,9,0.5731367499320135,30,0,15,15,1.0,0,1.0,0,0,0.0,0.0
les_miserables,FastCM+,30,degree,0.05,0,77,254,0.08680792891319207,9,0.5731367499320135,2,12,3,3,0.8888888888888888,1,0.8,2,-1,-0.0888888888888888,-0.5
les_miserables,FastCM+,30,degree,0.05,1,77,254,0.08680792891319207,9,0.5731367499320135,2,12,3,3,0.8888888888888888,1,0.8,2,-1,-0.0888888888888888,-0.5
les_miserables,FastCM+,30,degree,0.05,2,77,254,0.08680792891319207,9,0.5731367499320135,2,12,3,3,0.8888888888888888,1,0.8,2,-1,-0.0888888888888888,-0.5
les_miserables,FastCM+,30,degree,0.1,0,77,254,0.08680792891319207,9,0.5731367499320135,2,12,7,7,0.7777777777777778,2,0.7,3,-1,-0.07777777777777783,-0.5
les_miserables,FastCM+,30,degree,0.1,1,77,254,0.08680792891319207,9,0.5731367499320135,2,12,7,7,0.7777777777777778,2,0.7,3,-1,-0.07777777777777783,-0.5
les_miserables,FastCM+,30,degree,0.1,2,77,254,0.08680792891319207,9,0.5731367499320135,2,12,7,7,0.7777777777777778,2,0.7,3,-1,-0.07777777777777783,-0.5
les_miserables,FastCM+,30,degree,0.15,0,77,254,0.08680792891319207,9,0.5731367499320135,2,12,11,11,0.6666666666666666,3,0.6,4,-1,-0.06666666666666665,-0.5
les_miserables,FastCM+,30,degree,0.15,1,77,254,0.08680792891319207,9,0.5731367499320135,2,12,11,11,0.6666666666666666,3,0.6,4,-1,-0.06666666666666665,-0.5
les_miserables,FastCM+,30,degree,0.15,2,77,254,0.08680792891319207,9,0.5731367499320135,2,12,11,11,0.6666666666666666,3,0.6,4,-1,-0.06666666666666665,-0.5
les_miserables,FastCM+,30,degree,0.2,0,77,254,0.08680792891319207,9,0.5731367499320135,2,12,15,15,0.6666666666666666,3,0.6,4,-1,-0.06666666666666665,-0.5
les_miserables,FastCM+,30,degree,0.2,1,77,254,0.08680792891319207,9,0.5731367499320135,2,12,15,15,0.6666666666666666,3,0.6,4,-1,-0.06666666666666665,-0.5
les_miserables,FastCM+,30,degree,0.2,2,77,254,0.08680792891319207,9,0.5731367499320135,2,12,15,15,0.6666666666666666,3,0.6,4,-1,-0.06666666666666665,-0.5
les_miserables,FastCM+,30,kcore,0.05,0,77,254,0.08680792891319207,9,0.5731367499320135,2,12,3,3,0.7777777777777778,2,0.7,3,-1,-0.07777777777777783,-0.5
les_miserables,FastCM+,30,kcore,0.05,1,77,254,0.08680792891319207,9,0.5731367499320135,2,12,3,3,0.7777777777777778,2,0.7,3,-1,-0.07777777777777783,-0.5
les_miserables,FastCM+,30,kcore,0.05,2,77,254,0.08680792891319207,9,0.5731367499320135,2,12,3,3,0.7777777777777778,2,0.7,3,-1,-0.07777777777777783,-0.5
les_miserables,FastCM+,30,kcore,0.1,0,77,254,0.08680792891319207,9,0.5731367499320135,2,12,7,7,0.7777777777777778,2,0.7,3,-1,-0.07777777777777783,-0.5
les_miserables,FastCM+,30,kcore,0.1,1,77,254,0.08680792891319207,9,0.5731367499320135,2,12,7,7,0.7777777777777778,2,0.7,3,-1,-0.07777777777777783,-0.5
les_miserables,FastCM+,30,kcore,0.1,2,77,254,0.08680792891319207,9,0.5731367499320135,2,12,7,7,0.7777777777777778,2,0.7,3,-1,-0.07777777777777783,-0.5
les_miserables,FastCM+,30,kcore,0.15,0,77,254,0.08680792891319207,9,0.5731367499320135,2,12,11,11,0.7777777777777778,2,0.7,3,-1,-0.07777777777777783,-0.5
les_miserables,FastCM+,30,kcore,0.15,1,77,254,0.08680792891319207,9,0.5731367499320135,2,12,11,11,0.7777777777777778,2,0.7,3,-1,-0.07777777777777783,-0.5
les_miserables,FastCM+,30,kcore,0.15,2,77,254,0.08680792891319207,9,0.5731367499320135,2,12,11,11,0.7777777777777778,2,0.7,3,-1,-0.07777777777777783,-0.5
les_miserables,FastCM+,30,kcore,0.2,0,77,254,0.08680792891319207,9,0.5731367499320135,2,12,15,15,0.7777777777777778,2,0.7,3,-1,-0.07777777777777783,-0.5
les_miserables,FastCM+,30,kcore,0.2,1,77,254,0.08680792891319207,9,0.5731367499320135,2,12,15,15,0.7777777777777778,2,0.7,3,-1,-0.07777777777777783,-0.5
les_miserables,FastCM+,30,kcore,0.2,2,77,254,0.08680792891319207,9,0.5731367499320135,2,12,15,15,0.7777777777777778,2,0.7,3,-1,-0.07777777777777783,-0.5
les_miserables,FastCM+,30,betweenness,0.05,0,77,254,0.08680792891319207,9,0.5731367499320135,2,12,3,3,0.8888888888888888,1,0.9,1,0,0.011111111111111183,0.0
les_miserables,FastCM+,30,betweenness,0.05,1,77,254,0.08680792891319207,9,0.5731367499320135,2,12,3,3,0.8888888888888888,1,0.9,1,0,0.011111111111111183,0.0
les_miserables,FastCM+,30,betweenness,0.05,2,77,254,0.08680792891319207,9,0.5731367499320135,2,12,3,3,0.8888888888888888,1,0.9,1,0,0.011111111111111183,0.0
les_miserables,FastCM+,30,betweenness,0.1,0,77,254,0.08680792891319207,9,0.5731367499320135,2,12,7,7,0.8888888888888888,1,0.8,2,-1,-0.0888888888888888,-0.5
les_miserables,FastCM+,30,betweenness,0.1,1,77,254,0.08680792891319207,9,0.5731367499320135,2,12,7,7,0.8888888888888888,1,0.8,2,-1,-0.0888888888888888,-0.5
les_miserables,FastCM+,30,betweenness,0.1,2,77,254,0.08680792891319207,9,0.5731367499320135,2,12,7,7,0.8888888888888888,1,0.8,2,-1,-0.0888888888888888,-0.5
les_miserables,FastCM+,30,betweenness,0.15,0,77,254,0.08680792891319207,9,0.5731367499320135,2,12,11,11,0.6666666666666666,3,0.7,3,0,0.033333333333333326,0.0
les_miserables,FastCM+,30,betweenness,0.15,1,77,254,0.08680792891319207,9,0.5731367499320135,2,12,11,11,0.6666666666666666,3,0.7,3,0,0.033333333333333326,0.0
les_miserables,FastCM+,30,betweenness,0.15,2,77,254,0.08680792891319207,9,0.5731367499320135,2,12,11,11,0.6666666666666666,3,0.7,3,0,0.033333333333333326,0.0
les_miserables,FastCM+,30,betweenness,0.2,0,77,254,0.08680792891319207,9,0.5731367499320135,2,12,15,15,0.6666666666666666,3,0.6,4,-1,-0.06666666666666665,-0.5
les_miserables,FastCM+,30,betweenness,0.2,1,77,254,0.08680792891319207,9,0.5731367499320135,2,12,15,15,0.6666666666666666,3,0.6,4,-1,-0.06666666666666665,-0.5
les_miserables,FastCM+,30,betweenness,0.2,2,77,254,0.08680792891319207,9,0.5731367499320135,2,12,15,15,0.6666666666666666,3,0.6,4,-1,-0.06666666666666665,-0.5
les_miserables,FastCM+,30,random,0.05,0,77,254,0.08680792891319207,9,0.5731367499320135,2,12,3,3,1.0,0,1.0,0,0,0.0,0.0
les_miserables,FastCM+,30,random,0.05,1,77,254,0.08680792891319207,9,0.5731367499320135,2,12,3,3,1.0,0,1.0,0,0,0.0,0.0
les_miserables,FastCM+,30,random,0.05,2,77,254,0.08680792891319207,9,0.5731367499320135,2,12,3,3,1.0,0,1.0,0,0,0.0,0.0
les_miserables,FastCM+,30,random,0.1,0,77,254,0.08680792891319207,9,0.5731367499320135,2,12,7,7,1.0,0,1.0,0,0,0.0,0.0
les_miserables,FastCM+,30,random,0.1,1,77,254,0.08680792891319207,9,0.5731367499320135,2,12,7,7,1.0,0,1.0,0,0,0.0,0.0
les_miserables,FastCM+,30,random,0.1,2,77,254,0.08680792891319207,9,0.5731367499320135,2,12,7,7,1.0,0,1.0,0,0,0.0,0.0
les_miserables,FastCM+,30,random,0.15,0,77,254,0.08680792891319207,9,0.5731367499320135,2,12,11,11,1.0,0,1.0,0,0,0.0,0.0
les_miserables,FastCM+,30,random,0.15,1,77,254,0.08680792891319207,9,0.5731367499320135,2,12,11,11,1.0,0,1.0,0,0,0.0,0.0
les_miserables,FastCM+,30,random,0.15,2,77,254,0.08680792891319207,9,0.5731367499320135,2,12,11,11,1.0,0,1.0,0,0,0.0,0.0
les_miserables,FastCM+,30,random,0.2,0,77,254,0.08680792891319207,9,0.5731367499320135,2,12,15,15,1.0,0,1.0,0,0,0.0,0.0
